"","X","resist_id","combo_fire_mech","highsev_fire","lowsev_fire","mech_under","modsev_fire","rx_pile","last_trt","area_ha","ever.high","diff.1.to.2","resist_class"
"512",512,34,0,0,1,0,0,0,2021,364.13,NA,2021,"Moderate resistance"
"513",513,39,0,0,1,0,1,0,2021,0.6,NA,34,"Moderate resistance"
"514",514,53,0,0,1,0,0,0,2022,1.13,NA,2022,"Moderate resistance"
"515",515,56,0,0,2,0,0,0,2024,23.64,NA,6,"High resistance"
"516",516,58,0,0,1,0,1,0,2024,0.42,NA,6,"High resistance"
"517",517,64,0,0,1,0,1,0,2024,0.22,NA,37,"Moderate resistance"
"518",518,65,0,0,2,0,0,0,2024,0.43,NA,37,"Moderate resistance"
"519",519,67,0,0,1,0,0,0,2024,74.4,NA,2024,"Moderate resistance"
"520",520,68,0,0,1,0,1,0,2024,4.7,NA,6,"High resistance"
"521",521,77,0,0,1,0,2,0,2024,0,NA,37,"Moderate resistance"
"522",522,79,0,0,1,0,1,0,2024,1.89,NA,37,"Moderate resistance"
"523",523,96,0,0,1,0,1,0,2021,0,NA,13,"High resistance"
"524",524,97,0,0,2,0,0,0,2021,2.38,NA,13,"High resistance"
"525",525,99,0,0,1,0,0,0,2008,1.22,NA,2008,"Faded resistance"
"526",526,100,0,0,1,0,0,0,2010,3.03,NA,2010,"Moderate resistance"
"527",527,103,0,0,2,0,0,0,2021,0.06,NA,24,"Moderate resistance"
"528",528,104,0,0,1,0,0,0,1997,0.21,NA,1997,"Faded resistance"
"529",529,105,0,0,1,0,1,0,2021,0,NA,33,"Moderate resistance"
"530",530,106,0,0,2,0,0,0,2021,0,NA,33,"Moderate resistance"
"531",531,107,0,0,1,0,0,0,1988,0.03,NA,1988,"Faded resistance"
"532",532,108,0,0,1,0,1,0,2020,0.07,NA,34,"Moderate resistance"
"533",533,114,0,0,1,0,1,0,2021,16.08,NA,26,"Moderate resistance"
"534",534,115,0,0,2,0,0,0,2021,26.87,NA,26,"Moderate resistance"
"535",535,118,0,0,1,0,0,0,1995,1.12,NA,1995,"Faded resistance"
"536",536,123,0,0,1,0,1,0,2021,1.13,NA,26,"Moderate resistance"
"537",537,128,0,0,1,0,1,0,2021,2.44,NA,25,"Moderate resistance"
"538",538,130,0,0,2,0,0,0,2021,3.79,NA,25,"Moderate resistance"
"539",539,131,0,0,3,0,0,0,2021,0,NA,25,"Moderate resistance"
"540",540,134,0,0,1,0,0,0,1996,7.63,NA,1996,"Faded resistance"
"541",541,136,0,0,1,0,1,0,2021,0.07,NA,25,"Moderate resistance"
"542",542,143,0,0,1,0,0,0,1991,66.96,NA,1991,"Faded resistance"
"543",543,148,0,0,2,0,0,0,2020,0.01,NA,8,"High resistance"
"544",544,149,0,0,1,0,0,0,2012,0,NA,2012,"Moderate resistance"
"545",545,150,0,0,1,0,0,0,2003,0.01,NA,2003,"Faded resistance"
"546",546,151,0,0,1,0,1,0,2021,0.01,NA,13,"High resistance"
"547",547,152,0,0,1,0,0,0,2013,0.26,NA,2013,"Moderate resistance"
"548",548,153,0,0,1,0,0,0,2015,453.52,NA,2015,"Moderate resistance"
"549",549,160,0,0,2,0,0,0,2020,0.34,NA,4,"High resistance"
"550",550,161,0,0,1,0,1,0,2021,0.12,NA,5,"High resistance"
"551",551,162,0,0,2,0,0,0,2021,1.49,NA,5,"High resistance"
"552",552,164,0,0,1,0,0,0,2016,30.16,NA,2016,"Moderate resistance"
"553",553,167,0,0,1,0,1,0,2021,0.13,NA,5,"High resistance"
"554",554,169,0,0,1,0,0,0,2017,136.93,NA,2017,"Moderate resistance"
"555",555,174,0,0,2,0,0,0,2023,0.19,NA,27,"Moderate resistance"
"556",556,175,0,0,1,0,0,0,2023,0.01,NA,2023,"Moderate resistance"
"557",557,182,0,0,1,1,0,0,2020,0.71,NA,69,"Moderate resistance"
"558",558,190,0,0,1,1,0,0,2020,6.05,NA,68,"Moderate resistance"
"559",559,196,0,0,1,2,0,0,2020,6.09,NA,67,"Moderate resistance"
"560",560,202,0,0,1,1,0,0,2020,3.74,NA,67,"Moderate resistance"
"561",561,212,0,0,1,1,0,0,2020,4.48,NA,62,"Moderate resistance"
"562",562,215,0,0,1,2,0,0,2020,0,NA,61,"Moderate resistance"
"563",563,216,0,0,1,2,0,0,2020,0,NA,61,"Moderate resistance"
"564",564,220,0,0,1,1,0,0,2020,0.03,NA,61,"Moderate resistance"
"565",565,228,0,0,1,1,0,0,2020,7.38,NA,60,"Moderate resistance"
"566",566,232,0,0,1,2,0,0,2020,1.08,NA,59,"Moderate resistance"
"567",567,237,0,0,1,1,0,0,2020,4.3,NA,59,"Moderate resistance"
"568",568,244,0,0,1,2,0,0,2020,5.49,NA,58,"Moderate resistance"
"569",569,246,0,0,1,2,0,0,2020,1.72,NA,58,"Moderate resistance"
"570",570,252,0,0,1,2,0,0,2020,0,NA,58,"Moderate resistance"
"571",571,259,0,0,1,1,0,0,2020,3.25,NA,58,"Moderate resistance"
"572",572,263,0,0,1,2,0,0,2020,0.03,NA,58,"Moderate resistance"
"573",573,267,0,0,1,1,0,0,2020,1.53,NA,56,"Moderate resistance"
"574",574,269,0,0,1,2,0,0,2020,0.05,NA,55,"Moderate resistance"
"575",575,272,0,0,1,2,0,0,2020,1.39,NA,55,"Moderate resistance"
"576",576,276,0,0,1,2,0,0,2020,0.59,NA,55,"Moderate resistance"
"577",577,282,0,0,1,1,0,0,2020,3.12,NA,55,"Moderate resistance"
"578",578,289,0,0,1,2,0,0,2020,0.33,NA,55,"Moderate resistance"
"579",579,290,0,0,1,2,0,0,2020,0,NA,55,"Moderate resistance"
"580",580,299,0,0,1,2,0,0,2020,2.43,NA,53,"Moderate resistance"
"581",581,304,0,0,1,2,0,0,2020,0.49,NA,53,"Moderate resistance"
"582",582,306,0,0,1,2,0,0,2020,1.11,NA,53,"Moderate resistance"
"583",583,313,0,0,1,1,0,0,2020,7.6,NA,53,"Moderate resistance"
"584",584,319,0,0,1,1,0,0,2016,2.06,NA,47,"Moderate resistance"
"585",585,323,0,0,1,2,0,0,2020,0.13,NA,51,"Moderate resistance"
"586",586,324,0,0,1,2,0,0,2020,0.21,NA,51,"Moderate resistance"
"587",587,325,0,0,1,2,0,0,2020,0.02,NA,51,"Moderate resistance"
"588",588,327,0,0,1,2,0,0,2020,0.01,NA,51,"Moderate resistance"
"589",589,330,0,0,1,2,0,0,2020,0.76,NA,51,"Moderate resistance"
"590",590,333,0,0,1,1,0,0,2020,4.94,NA,51,"Moderate resistance"
"591",591,335,0,0,1,2,0,0,2016,0.07,NA,47,"Moderate resistance"
"592",592,336,0,0,2,1,0,0,2020,0.06,NA,4,"High resistance"
"593",593,342,0,0,1,0,0,1,2021,1.33,NA,52,"Moderate resistance"
"594",594,352,0,0,2,0,0,1,2021,0,NA,33,"Moderate resistance"
"595",595,354,0,0,1,0,1,1,2021,0.14,NA,13,"High resistance"
"596",596,356,0,0,1,0,0,1,2008,0,NA,39,"Faded resistance"
"597",597,357,0,0,2,0,0,1,2021,0.2,NA,13,"High resistance"
"598",598,362,0,0,1,0,0,1,2021,0.45,NA,51,"Moderate resistance"
"599",599,367,0,0,1,2,0,0,2020,0,NA,49,"Moderate resistance"
"600",600,373,0,0,1,1,0,0,2020,4.92,NA,49,"Moderate resistance"
"601",601,376,0,0,1,2,0,0,2020,0,NA,49,"Moderate resistance"
"602",602,382,0,0,1,0,0,1,2021,0,NA,50,"Moderate resistance"
"603",603,391,0,0,1,0,0,1,2021,4.46,NA,49,"Moderate resistance"
"604",604,395,0,0,1,1,0,0,2016,0.34,NA,43,"Moderate resistance"
"605",605,399,0,0,1,0,0,1,2021,0.28,NA,47,"Moderate resistance"
"606",606,406,0,0,1,0,0,1,1987,0,NA,11,"Faded resistance"
"607",607,407,0,0,1,0,0,2,2021,0,NA,45,"Moderate resistance"
"608",608,412,0,0,1,0,1,1,2021,0.39,NA,34,"Moderate resistance"
"609",609,416,0,0,1,0,0,1,2021,1.16,NA,45,"Moderate resistance"
"610",610,420,0,0,2,0,0,1,2021,0.12,NA,34,"Moderate resistance"
"611",611,422,0,0,1,0,0,2,2021,0,NA,45,"Moderate resistance"
"612",612,429,0,0,1,0,0,1,2021,0.38,NA,44,"Moderate resistance"
"613",613,433,0,0,1,0,0,2,2021,0.45,NA,44,"Moderate resistance"
"614",614,435,0,0,1,0,0,2,2021,0.03,NA,44,"Moderate resistance"
"615",615,444,0,0,1,0,0,1,2021,0.34,NA,43,"Moderate resistance"
"616",616,451,0,0,1,0,1,1,2021,0.88,NA,34,"Moderate resistance"
"617",617,457,0,0,1,0,0,2,2021,0,NA,43,"Moderate resistance"
"618",618,458,0,0,1,0,0,1,2015,0,NA,36,"Moderate resistance"
"619",619,463,0,0,1,0,0,1,2021,0.01,NA,41,"Moderate resistance"
"620",620,465,0,0,1,0,0,2,2015,0,NA,35,"Moderate resistance"
"621",621,472,0,0,1,0,0,1,2021,0.11,NA,40,"Moderate resistance"
"622",622,476,0,0,1,0,0,1,2003,0.14,NA,22,"Faded resistance"
"623",623,480,0,0,1,0,0,1,2021,0,NA,39,"Moderate resistance"
"624",624,484,0,0,1,0,0,2,2021,0,NA,39,"Moderate resistance"
"625",625,488,0,0,1,2,0,0,2020,0,NA,37,"Moderate resistance"
"626",626,490,0,0,1,2,0,0,2020,0.46,NA,37,"Moderate resistance"
"627",627,494,0,0,1,2,0,0,2020,0.15,NA,37,"Moderate resistance"
"628",628,502,0,0,1,2,0,0,2020,5.56,NA,37,"Moderate resistance"
"629",629,504,0,0,1,2,0,0,2020,0.58,NA,37,"Moderate resistance"
"630",630,506,0,0,1,1,0,0,2021,0.19,NA,38,"Moderate resistance"
"631",631,512,0,0,1,1,0,0,2020,4.83,NA,37,"Moderate resistance"
"632",632,516,0,0,1,1,0,0,2015,0,NA,32,"Moderate resistance"
