tree_id,grove,postfire_status,prefire_status,survey_year,fire_yr,measure_delay,fire_id,burnsev,source,geometry
BM174,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119943.158602824, -210375.695401898)"
BM175,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119911.4040625, -210373.573056755)"
BM176,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119887.955005569, -210351.435283831)"
BM177,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119895.562394301, -210343.816574049)"
BM178,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119891.08995282, -210339.396029892)"
BM179,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119891.469733272, -210337.446488243)"
BM180,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119913.793746005, -210324.27843026)"
BM182,Black Mountain,1,1,2020,2017,3,2017PIER,2,"Shive etal, Mortality Study","c(119986.216396244, -210323.724957178)"
BM183,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119972.082861415, -210298.166436228)"
BM184,Black Mountain,1,1,2020,2017,3,2017PIER,2,"Shive etal, Mortality Study","c(119934.561521334, -210270.24298784)"
BM185,Black Mountain,1,1,2020,2017,3,2017PIER,2,"Shive etal, Mortality Study","c(120010.853805173, -210258.703806269)"
BM186,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120102.386634637, -210234.426539054)"
BM187,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120103.154644941, -210200.138721599)"
BM188,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120102.887352137, -210175.01410465)"
BM189,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120100.695338686, -210169.113033901)"
BM190,Black Mountain,1,1,2020,2017,3,2017PIER,2,"Shive etal, Mortality Study","c(120060.824742873, -210189.305762358)"
BM191,Black Mountain,0,1,2020,2017,3,2017PIER,2,"Shive etal, Mortality Study","c(120057.699933167, -210175.987397103)"
BM193,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120091.757842489, -210097.209404785)"
BM194,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120087.704640706, -210093.967428881)"
BM195,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120144.457650522, -210069.885418311)"
BM196,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120151.41720372, -210060.108890743)"
BM197,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120155.281780434, -210068.13681118)"
BM198,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120139.926622285, -210243.857389595)"
BM199,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120141.529907398, -210258.076138324)"
BM200,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120121.28196165, -210278.410241335)"
BM201,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120103.289194532, -210282.793519542)"
BM202,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120111.008740056, -210288.839672366)"
BM203,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120094.447687511, -210305.637246246)"
BM204,Black Mountain,1,1,2020,2017,3,2017PIER,2,"Shive etal, Mortality Study","c(120013.010162117, -210330.817426865)"
BM205,Black Mountain,1,1,2020,2017,3,2017PIER,2,"Shive etal, Mortality Study","c(120002.981470684, -210332.846853531)"
BM206,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120011.051047172, -210350.008764219)"
BM207,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120011.816847039, -210425.606009926)"
BM208,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119974.460958088, -210424.121942594)"
BM209,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119972.895203994, -210423.818400613)"
BM210,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119968.270962064, -210437.106122499)"
BM211,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119977.478525885, -210486.075970421)"
BM212,Black Mountain,1,1,2020,2017,3,2017PIER,2,"Shive etal, Mortality Study","c(120023.531424202, -210468.173454795)"
BM213,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120070.346845102, -210533.943176006)"
BM215,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120055.007209254, -210456.60338218)"
BM216,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120060.205641315, -210451.804174594)"
BM217,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120063.561551496, -210464.660696902)"
BM219,Black Mountain,1,1,2020,2017,3,2017PIER,2,"Shive etal, Mortality Study","c(120120.39498839, -210526.349342007)"
BM220,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120104.501414053, -210480.604567697)"
BM221,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120109.182946336, -210482.446442594)"
BM222,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120112.505025676, -210476.650101505)"
BM223,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120099.016465217, -210469.847776826)"
BM224,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120101.711587189, -210466.268024714)"
BM225,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120102.376287056, -210461.374215499)"
BM226,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120139.929693155, -210451.872489845)"
BM227,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120147.044568093, -210448.535789809)"
BM228,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120172.09551854, -210469.612561685)"
BM229,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120179.056048914, -210461.324997554)"
BM230,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120128.546587857, -210355.588474312)"
BM231,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120131.516421426, -210361.772433436)"
BM232,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120136.701915793, -210362.7057657)"
BM233,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120185.184432743, -210299.749430186)"
BM234,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120188.276712708, -210298.966761745)"
BM235,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120202.419423283, -210305.399027328)"
BM236,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120207.114895239, -210303.614324779)"
BM237,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120208.164911508, -210306.727470182)"
BM239,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120029.103172687, -210057.435394139)"
BM240,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(120156.055548327, -209992.481768548)"
BM241,Black Mountain,1,1,2020,2017,3,2017PIER,2,"Shive etal, Mortality Study","c(119459.025030933, -209744.859124054)"
BM242,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119491.642951533, -209719.532003427)"
BM243,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119519.662589638, -209677.366473049)"
BM244,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119537.769592872, -209668.662790009)"
BM245,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119533.555085536, -209658.541319585)"
BM246,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119534.789391098, -209653.876986974)"
BM247,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119537.521423132, -209653.270110009)"
BM248,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119536.110193874, -209656.269040084)"
BM249,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119554.76006375, -209654.587328295)"
BM250,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119644.540508398, -209641.87672837)"
BM251,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119565.880279126, -209617.383200365)"
BM252,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119549.78617176, -209561.626381546)"
BM253,Black Mountain,1,1,2020,2017,3,2017PIER,2,"Shive etal, Mortality Study","c(120556.142697788, -210959.426945317)"
BM254,Black Mountain,0,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119901.479560471, -209611.529996605)"
BM255,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119876.501304269, -209632.611191417)"
BM256,Black Mountain,1,1,2020,2017,3,2017PIER,4,"Shive etal, Mortality Study","c(119370.414208232, -209651.618528325)"
BM257,Black Mountain,1,1,2020,2017,3,2017PIER,3,"Shive etal, Mortality Study","c(119983.796989063, -210333.404978556)"
NELD-010,Nelder,1,1,2018,2017,1,2017RAILROAD,1,"Shive etal, Mortality Study","c(37511.4492653347, -64234.4141603927)"
NELD-012,Nelder,1,1,2018,2017,1,2017RAILROAD,1,"Shive etal, Mortality Study","c(37294.9374873453, -64292.1500564199)"
NELD-013,Nelder,1,1,2018,2017,1,2017RAILROAD,1,"Shive etal, Mortality Study","c(37254.1825940709, -64421.6980913905)"
NELD-014,Nelder,1,1,2018,2017,1,2017RAILROAD,1,"Shive etal, Mortality Study","c(37262.9803100019, -64453.2441032859)"
NELD-015,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(37142.9910757746, -64186.8213140643)"
NELD-016,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(37057.313716138, -63999.6636694022)"
NELD-017,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(36997.0074793962, -64431.0828515594)"
NELD-018,Nelder,1,1,2018,2017,1,2017RAILROAD,1,"Shive etal, Mortality Study","c(36640.3067292064, -65194.5407530321)"
NELD-019,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(34990.3002070115, -64418.8232778572)"
NELD-020,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(34923.6755301068, -64428.4348636023)"
NELD-021,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(34846.5499396167, -64393.2916392111)"
NELD-022,Nelder,0,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(34814.7650663658, -64406.7503430052)"
NELD-023,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(34837.6088483834, -64564.6156443902)"
NELD-024,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(34749.6776690387, -63964.5020908024)"
NELD-026,Nelder,0,1,2018,2017,1,2017RAILROAD,1,"Shive etal, Mortality Study","c(34882.5089190848, -63985.3376022964)"
NELD-027,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35002.578561785, -64003.7738309302)"
NELD-028,Nelder,1,1,2018,2017,1,2017RAILROAD,3,"Shive etal, Mortality Study","c(35069.2742351947, -64041.2099193488)"
NELD-029,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35028.8280639166, -64047.0115193962)"
NELD-031,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35107.5906054976, -63597.536126669)"
NELD-032,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35201.354336595, -63660.5381941409)"
NELD-033,Nelder,1,1,2018,2017,1,2017RAILROAD,3,"Shive etal, Mortality Study","c(35279.4398269514, -63717.7034930824)"
NELD-034,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35322.3997366644, -63747.6960619679)"
NELD-035,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35481.7909612429, -63809.2914037942)"
NELD-036,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35462.719757158, -63864.7762971567)"
NELD-037,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35515.9692278835, -64036.2610540655)"
NELD-038,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35405.5191737653, -64034.0007453277)"
NELD-039,Nelder,0,1,2018,2017,1,2017RAILROAD,3,"Shive etal, Mortality Study","c(35243.9999203455, -64001.99997595)"
NELD-040,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35244.2918254717, -64097.0660015601)"
NELD-041,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35286.2101846448, -64206.2814773819)"
NELD-042,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35152.0048775907, -64141.8091961294)"
NELD-043,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35587.3352222887, -64000.0057575721)"
NELD-044,Nelder,0,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35534.3592261629, -64153.0901691956)"
NELD-045,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35073.7321981537, -64419.5468178601)"
NELD-046,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35658.9636585615, -63844.9916445799)"
NELD-047,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35638.0131933803, -63818.6105310898)"
NELD-048,Nelder,1,1,2018,2017,1,2017RAILROAD,1,"Shive etal, Mortality Study","c(35656.7010384523, -63701.2335933852)"
NELD-049,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35580.8696300879, -63658.9845388425)"
NELD-050,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35654.4672907136, -63641.2468604282)"
NELD-051,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35670.3292170875, -63587.130186961)"
NELD-052,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35667.3869272885, -63524.5767361843)"
NELD-053,Nelder,1,1,2018,2017,1,2017RAILROAD,3,"Shive etal, Mortality Study","c(35655.5238644863, -63520.6482337848)"
NELD-055,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35470.1426427835, -63531.4437567708)"
NELD-056,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35451.5127579357, -63527.7871878608)"
NELD-057,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35875.2272705054, -63539.2882249085)"
NELD-058,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(36035.004634319, -63437.4275826612)"
NELD-059,Nelder,1,1,2018,2017,1,2017RAILROAD,3,"Shive etal, Mortality Study","c(36022.6767250171, -63520.9704071791)"
NELD-060,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(36038.4668128495, -63539.6760808267)"
NELD-061,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(36048.3438772744, -63597.4786679889)"
NELD-062,Nelder,0,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(36119.2725111106, -63632.211001595)"
NELD-063,Nelder,1,1,2018,2017,1,2017RAILROAD,3,"Shive etal, Mortality Study","c(36055.7887469982, -63737.1613059524)"
NELD-064,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(36025.8699818112, -63629.2735217419)"
NELD-065,Nelder,0,1,2018,2017,1,2017RAILROAD,3,"Shive etal, Mortality Study","c(36010.097094885, -63802.88086524)"
NELD-066,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35894.0991648893, -63848.2757157916)"
NELD-067,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35840.7216985832, -63806.6670769728)"
NELD-068,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35821.2703699126, -63791.633577927)"
NELD-069,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35731.4490064986, -63803.4850853737)"
NELD-071,Nelder,1,1,2018,2017,1,2017RAILROAD,1,"Shive etal, Mortality Study","c(35840.1677798513, -63920.0934543354)"
NELD-072,Nelder,1,1,2018,2017,1,2017RAILROAD,1,"Shive etal, Mortality Study","c(35775.697125852, -63949.5569923567)"
NELD-073,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(35807.1665914104, -64129.6389872488)"
NELD-074,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35756.3383893934, -64258.4366682754)"
NELD-075,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35805.3345264398, -64320.5709701297)"
NELD-076,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35787.7628139282, -64340.0158493216)"
NELD-077,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35788.2268119416, -64376.6310144626)"
NELD-078,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35814.6524477842, -64405.7240734543)"
NELD-079,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35815.0597061674, -64410.9006890915)"
NELD-080,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35755.3987180297, -64458.5462136297)"
NELD-081,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35715.5225536919, -64399.4827568829)"
NELD-082,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35718.3148585764, -64395.8473470123)"
NELD-083,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35706.1603303946, -64407.7601231853)"
NELD-084,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35691.7465481552, -64343.8557304675)"
NELD-085,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35685.5490565258, -64287.969157075)"
NELD-086,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35761.4646146386, -65607.2398975431)"
NELD-087,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35825.4812009071, -65307.9524789788)"
NELD-088,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35841.7016264057, -65274.1815110291)"
NELD-089,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35866.7995107531, -65265.5300144539)"
NELD-090,Nelder,0,1,2018,2017,1,2017RAILROAD,3,"Shive etal, Mortality Study","c(35844.86561734, -64824.8754996238)"
NELD-091,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35784.5109725528, -64767.8158567925)"
NELD-093,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35713.5501485455, -64777.4759794036)"
NELD-094,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35716.1164917777, -64844.2912922883)"
NELD-095,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35845.0644706969, -64865.1922349059)"
NELD-096,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35836.7117590958, -64837.3685786799)"
NELD-097,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35768.9230346681, -64873.4875587928)"
NELD-098,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35847.6050057095, -65100.1510827411)"
NELD-099,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35854.1812255163, -65223.6561500411)"
NELD-100,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35739.2734583831, -65177.7574875895)"
NELD-101,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35736.1412352874, -65488.8532033986)"
NELD-102,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35755.7527059556, -64950.983433282)"
NELD-103,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35658.7097871451, -64944.0811239854)"
NELD-104,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35658.8934637238, -64900.2522962694)"
NELD-105,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35602.0926415229, -64921.290364821)"
NELD-106,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35574.984336087, -64944.2376349266)"
NELD-107,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35640.4171966588, -64830.7943450436)"
NELD-108,Nelder,0,1,2018,2017,1,2017RAILROAD,4,"Shive etal, Mortality Study","c(35723.7465310791, -64801.2074625082)"
NELD-109,Nelder,1,1,2018,2017,1,2017RAILROAD,2,"Shive etal, Mortality Study","c(36990.3576791519, -64417.742622898)"
SRLAC101,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123361.767815606, -201891.957222202)"
AC099,Alder Creek,0,1,2021,2020,1,2020CASTLE,4,"UCB, Hardlund","c(123314.869393316, -202854.38053063)"
SRLAC124,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123356.965849574, -201930.185099261)"
SRLAC412,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123277.822223292, -201891.579471686)"
SRLAC413,Alder Creek,1,1,2021,2020,1,2020CASTLE,4,"UCB, Hardlund","c(123260.508475829, -201881.099131482)"
SRLAC1101,Alder Creek,1,1,2021,2020,1,2020CASTLE,1,"UCB, Hardlund","c(123812.599559955, -201929.947393775)"
SRLAC128,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123732.176110415, -202458.536858561)"
SRLAC129,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123756.72247148, -202380.611255286)"
SRLAC130,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123760.934166462, -202387.493669482)"
AC047,Alder Creek,0,1,2021,2020,1,2020CASTLE,4,"UCB, Hardlund","c(122834.020374613, -202046.762167687)"
SRLAC230,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123835.803835622, -202417.214817413)"
SRLAC231,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123717.792840831, -202413.895398604)"
SRLAC232,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123721.410821286, -202401.757643808)"
SRLAC401,Alder Creek,0,1,2021,2020,1,2020CASTLE,4,"UCB, Hardlund","c(123089.486144235, -202868.450745025)"
AC108S,Alder Creek,0,1,2021,2020,1,2020CASTLE,4,"UCB, Hardlund","c(122623.83657739, -201587.395148617)"
SRLAC127,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123314.640960527, -202654.982272681)"
SRLAC227,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123385.984598002, -202667.779241087)"
SRLAC228,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123387.078208953, -202702.81632308)"
SRLAC414,Alder Creek,1,1,2021,2020,1,2020CASTLE,3,"UCB, Hardlund","c(123317.888896302, -202727.027284502)"
AC113S,Alder Creek,0,1,2021,2020,1,2020CASTLE,4,"UCB, Hardlund","c(122267.085947756, -202066.515848183)"
SRLAC411,Alder Creek,0,1,2021,2020,1,2020CASTLE,4,"UCB, Hardlund","c(123190.336288712, -202802.165196264)"
SRLAC236,Alder Creek,1,1,2021,2020,1,2020CASTLE,1,"UCB, Hardlund","c(122991.422525794, -202511.7897176)"
SRLAC237,Alder Creek,1,1,2021,2020,1,2020CASTLE,1,"UCB, Hardlund","c(123257.920672225, -202502.444250495)"
SRLAC238,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123252.210817329, -202479.576143484)"
SRLAC239,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123233.055175188, -202442.098428687)"
SRLAC240,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123264.000542906, -202441.129585759)"
SRLAC241,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123289.737651462, -202465.374755368)"
SRLAC242,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123308.610432151, -202461.777768096)"
SRLAC243,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123314.695251391, -202496.658597777)"
AC109S,Alder Creek,0,1,2021,2020,1,2020CASTLE,4,"UCB, Hardlund","c(122542.016106387, -201655.089413282)"
AC112S,Alder Creek,0,1,2021,2020,1,2020CASTLE,4,"UCB, Hardlund","c(122331.629014674, -202085.537922576)"
SRLAC303,Alder Creek,1,1,2021,2020,1,2020CASTLE,3,"UCB, Hardlund","c(123260.492593405, -202776.921979534)"
SRLAC304,Alder Creek,1,1,2021,2020,1,2020CASTLE,3,"UCB, Hardlund","c(123258.558606564, -202778.986600647)"
AC116S,Alder Creek,0,1,2021,2020,1,2020CASTLE,4,"UCB, Hardlund","c(122565.743619258, -202031.112600369)"
SRLAC309,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123176.170269809, -202732.4661192)"
SRLAC310,Alder Creek,1,1,2021,2020,1,2020CASTLE,2,"UCB, Hardlund","c(123176.326495853, -202737.471412205)"
