TreeNumber,YrsPostFire,Fire,GroveBasic,Grove_Name,Catface.ht.m,Catface.width.m,Aspect,DBH_cm,Height_m,HLC_m,CrnLength,CrnPercentOf,Scorch_.,Torch_.,Final_LiveDead,Green20,Yellow20,Brown20,MaxCharHt_m,Catface,LD,InSummaryStats,ForModelling,TPI4_10cel,TPI4_5cell,TPI6_5cell,GIS_Aspect_KS,GIS_Elev_KS,GIS_SlopeP_KS,GIS_CBI4_KS,PercentBasalChar5cm,Notes,CircCatface,Cat1_area,EpiPres,EpiPercents,Ht_Scorch,Ht_Torch,ScorchTorchTotal,LiveStatus2018,LiveStatus2019,LiveStatus2020,AvgCharHt_m,CircCharred_.,AvgCharDepth_cm,Prefire_TreeVigor,VigorCode,Chimney,Broken.Top,Fire.Severity,InterCrnsCnt,InflCrnsCnt,FrstStructreTree,AllTrees,Con,Hrdwd,UNKNOWN,PreDead,PreLive,Con.PreDead,Con.PreLive,Hrdwd.PreDead,Hrdwd.PreLive,UNKNOWN.PreDead,ABCO,CADE,CONU,PILA,PIPO,QUKE,SEGI,ALRH,PINUS.all,CADE.SEGI.Total,AvgHeight,SDht,SEht,ConAvgHeight,ConSDht,ConSEht,PercPreDead,Avg_Ht_diff,ConAvg_Ht_diff,YearDead,SurrScorchAvg,SurrTorchAvg,UNKNOWN.PreLive,QUCH,QUWI,TOCA,Avg_HtLive_diff,ConAvg_HtLive_diff,EnoughVisits,Basal_Char_Circumference_m.Percent,LMU,PatchType,PatchRank,AET,CWD
BM053,3,Pier,Black Mountain,Black Mountain,1.18,1.15,80,317.7,70,27,43,0.614285714,10,90,Dead,0,0,0,70,Yes,1,Yes,Yes,1,3,1,130.2570038,1775.869995,31.34869957,4,60,NA,10,1.357,No,0,70,50,100,Dead,Dead,Dead,70,100,4,1 - Healthy/Full,1,No,No,Very High - Torch (>90% mort),0,4,Yes,36,36,0,0,13,23,13,23,0,0,0,32,3,0,1,0,0,0,0,1,3,14.3,10.9,2.3,14.3,10.9,2.3,0.36,55.7,55.7,2018,7.5,92.5,0,0,0,0,12.7,12.7,NA,NA,Canyon/Drainage Bottom,Mesic,3,377.1270142,737.8029785
BM054,3,Pier,Black Mountain,Black Mountain,4.2,1.51,92,181.4,61,14.5,46.5,0.762295082,90,0,Live,5,5,0,33.1,Yes,0,Yes,Yes,4,4,6,93.7806015,1794.349976,20.58419991,3,80,NA,10,6.342,No,0,61,0,90,Live,Live,Live,22.6,100,3,1 - Healthy/Full,1,No,No,Very High - Scorch (>90% mort),3,0,Yes,56,55,1,0,24,32,24,31,0,1,0,42,7,0,1,4,1,1,0,5,8,14.2,11.2,1.9,14,11.2,1.9,0.43,46.8,47,Live,88.75,11.25,0,0,0,0,0.3,0.5,NA,NA,Canyon/Drainage Bottom,Mesic,3,377.1270142,737.8029785
BM055,3,Pier,Black Mountain,Black Mountain,12.2,2.81,92,386.4,68.3,30.3,38,0.55636896,85,0,Live,20,0,0,28.9,Yes,0,Yes,Yes,4,4,6,107.288002,1793.920044,21.58399963,3,90,NA,90,34.282,Yes,NA,68,0,85,Live,Live,Live,20.5,100,3,1 - Healthy/Full,1,No,No,Very High - Scorch (>90% mort),3,1,Yes,54,53,1,0,21,33,21,32,0,1,0,43,5,0,0,4,1,1,0,4,6,13.7,10.5,1.8,13.5,10.5,1.9,0.39,54.6,54.8,Live,88.75,11.25,0,0,0,0,16.6,16.8,NA,NA,Canyon/Drainage Bottom,Mesic,3,377.1270142,737.8029785
BM056,3,Pier,Black Mountain,Black Mountain,0,0,92,294.1,67.9,21.5,46.4,0.683357879,40,0,Live,60,0,0,19.8,No,0,Yes,Yes,4,4,6,126.0220032,1794.859985,19.4605999,3,60,NA,0,0,Yes,NA,61.5,0,40,Live,Live,Live,15.5,100,2,1 - Healthy/Full,1,No,No,High (>75% mort),7,3,Yes,42,42,0,0,12,30,12,30,0,0,0,36,3,0,0,3,0,0,0,3,3,15.8,12.9,2.6,15.8,12.9,2.6,0.29,52.1,52.1,Live,83.75,16.25,0,0,0,0,5.7,5.7,NA,NA,Canyon/Drainage Bottom,Mesic,3,377.1270142,737.8029785
BM057,3,Pier,Black Mountain,Black Mountain,0,0,94,223.8,67,20,47,0.701492537,98,0,Dead,0,0,2,42,No,1,Yes,Yes,1,3,1,140.8639984,1765.900024,32.59780121,4,40,NA,0,0,No,0,66.5,0,98,Live,Live,Dead,36,100,2,1 - Healthy/Full,1,No,No,Very High - Torch (>90% mort),0,0,Yes,69,68,1,0,10,59,10,58,0,1,0,29,11,0,0,1,1,27,0,1,38,13.7,11,2.1,13.2,10.8,2.1,0.14,53.3,53.8,2020,6.25,93.75,0,0,0,0,6.3,6.8,NA,NA,Canyon/Drainage Bottom,Mesic,3,387.9299927,747.5529785
BM058,3,Pier,Black Mountain,Black Mountain,5.5,3.15,130,438.3,75.6,33,42.6,0.563492063,100,0,Dead,0,0,0,42,Yes,1,Yes,Yes,1,1,1,125.7129974,1754.800049,21.42970085,4,10,NA,65,17.325,No,0,75.6,0,100,Dead,Dead,Dead,32.5,100,1,1 - Healthy/Full,1,No,No,Very High - Scorch (>90% mort),2,0,Yes,57,53,4,0,22,35,22,31,0,4,0,36,14,4,2,0,0,0,0,2,14,12,10.9,1.9,12.6,11.2,2,0.39,63.6,63,2018,80,20,0,0,0,0,21,20.4,NA,NA,Canyon/Drainage Bottom,Mesic,3,382.4769897,745.4569702
BM059,3,Pier,Black Mountain,Black Mountain,8.5,4.31,144,399.8,72,25,47,0.652777778,45,55,Dead,0,0,0,22,Yes,1,Yes,Yes,1,1,1,125.7129974,1754.800049,21.42970085,4,40,NA,45,36.635,No,0,70,72,100,Dead,Dead,Dead,20,100,2,1 - Healthy/Full,1,No,Yes,Very High - Scorch (>90% mort),3,1,Yes,48,45,3,0,14,34,14,31,0,3,0,31,13,3,0,1,0,0,0,1,13,12,9.9,2,12.7,10,2.1,0.29,60,59.3,2018,57.5,42.5,0,0,0,0,13,12.3,NA,NA,Canyon/Drainage Bottom,Mesic,3,382.4769897,745.4569702
BM060,3,Pier,Black Mountain,Black Mountain,9.6,2.38,110,436.1,69,17,52,0.753623188,40,60,Dead,0,0,0,69,Yes,1,Yes,Yes,1,1,1,105.0149994,1749.609985,22.00849915,4,40,NA,45,22.848,No,0,69,67.2,100,Dead,Dead,Dead,42.5,100,2,2 - Mild Crown Damage,2,No,Yes,Very High - Scorch (>90% mort),1,1,Yes,35,32,3,0,7,28,7,25,0,3,0,15,16,1,0,1,0,0,0,1,16,13.2,9.9,2,12.9,10.3,2.2,0.2,55.8,56.1,2018,60,40,0,0,0,0,3.8,4.1,NA,NA,Canyon/Drainage Bottom,Mesic,3,382.4769897,745.4569702
BM061,3,Pier,Black Mountain,Black Mountain,0,0,280,141.6,46.2,19.8,26.4,0.571428571,85,0,Live,15,0,0,22.2,No,0,Yes,Yes,1,1,1,142.0529938,1745.359985,33.05270004,3,2,NA,0,0,No,0,45,0,85,Live,Live,Live,22,100,0.02,1 - Healthy/Full,1,No,No,Very High - Torch (>90% mort),1,2,Yes,42,41,1,0,7,35,7,34,0,1,0,18,5,0,1,0,0,17,0,1,22,16.9,13,2.6,16.2,12.9,2.6,0.17,29.3,30,Live,62.5,37.5,0,0,0,0,2.9,3.6,NA,NA,Canyon/Drainage Bottom,Mesic,3,382.4769897,745.4569702
BM062,3,Pier,Black Mountain,Black Mountain,0.76,0.86,20,299.2,68,17.9,50.1,0.736764706,40,0,Live,60,0,0,25.7,Yes,0,Yes,Yes,1,1,1,15.87940025,1740.349976,15.05720043,3,1,NA,5,0.6536,No,0,54.3,0,40,Live,Live,Live,16.1,100,0.3,1 - Healthy/Full,1,No,No,Very High - Scorch (>90% mort),1,2,Yes,57,55,2,0,18,39,18,37,0,2,0,41,14,1,0,0,1,0,0,0,14,14.5,13.7,2.4,15.1,13.9,2.5,0.32,53.5,52.9,Live,82.5,17.5,0,0,0,0,3.4,2.8,NA,NA,Canyon/Drainage Bottom,Mesic,3,382.4769897,745.4569702
BM063,3,Pier,Black Mountain,Black Mountain,0.69,0.95,40,307.8,57.3,22.2,35.1,0.612565445,70,30,Dead,0,0,0,57.3,Yes,1,Yes,Yes,4,4,6,12.28750038,1758.050049,4.843540192,3,30,NA,5,0.6555,No,0,41.4,57.3,100,Dead,Dead,Dead,57.3,100,3,2 - Mild Crown Damage,2,No,No,Very High - Scorch (>90% mort),0,0,Yes,54,53,1,0,31,23,31,22,0,1,0,42,11,0,0,0,1,0,0,0,11,13.3,9.6,2,13.1,9.7,2.1,0.57,44,44.2,2018,27.5,72.5,0,0,0,0,8.9,9.1,NA,NA,Midslope NE <30% slope,Intermediate,2,382.4769897,745.4569702
BM070,3,Pier,Black Mountain,Black Mountain,11.4,1.45,250,483.8,56.9,27.5,29.4,0.516695958,40,0,Live,69,0,1,28.5,Yes,0,Yes,Yes,1,3,1,335.4450073,1757.859985,9.656069756,3,75,NA,40,16.53,Yes,NA,56.9,0,40,Live,Live,Live,16.8,100,2,2 - Mild Crown Damage,2,No,Yes,High (>75% mort),2,3,Yes,85,78,7,0,8,77,8,70,0,7,0,52,22,7,3,1,0,0,0,4,22,14.1,12.3,2.1,14.7,13,2.4,0.09,42.8,42.2,Live,97.5,2.5,0,0,0,0,13.4,12.8,NA,NA,Canyon/Drainage Bottom,Mesic,3,382.4769897,745.4569702
BM071,3,Pier,Black Mountain,Black Mountain,0,0,90,180.5,69.4,25.9,43.5,0.626801153,30,0,Live,70,0,0,10.4,No,0,Yes,Yes,1,1,1,21.02249908,1760.349976,9.977230072,2,90,NA,0,0,Yes,NA,49.9,0,30,Live,Live,Live,7.8,100,2,1 - Healthy/Full,1,No,No,High (>75% mort),2,1,Yes,60,51,9,0,7,53,7,44,0,9,0,42,9,7,0,0,0,0,0,0,9,12.8,12.7,2.3,13.7,13.4,2.6,0.12,56.6,55.7,Live,93.25,5,0,0,0,0,13.1,12.2,NA,NA,Canyon/Drainage Bottom,Mesic,3,377.1270142,737.8029785
BM072,3,Pier,Black Mountain,Black Mountain,0,0,90,170.9,68.2,17.5,50.7,0.74340176,98,0,Live,20,0,0,19.9,No,0,Yes,Yes,1,1,1,21.02249908,1760.349976,9.977230072,2,90,NA,0,0,Yes,NA,68.2,0,98,Live,Live,Live,12.6,100,2,1 - Healthy/Full,1,No,No,High (>75% mort),3,3,Yes,61,52,9,0,8,53,8,44,0,9,0,43,9,7,0,0,0,0,0,0,9,12.6,12.5,2.2,13.6,13.2,2.5,0.13,55.6,54.6,Live,93.25,5,0,0,0,0,4.9,3.9,NA,NA,Canyon/Drainage Bottom,Mesic,3,377.1270142,737.8029785
BM073,3,Pier,Black Mountain,Black Mountain,4.2,4.04,80,417,71.4,25.9,45.5,0.637254902,60,0,Live,5,15,20,14.1,Yes,0,Yes,Yes,1,3,1,97.12490082,1760.829956,8.052060127,2,75,NA,35,16.968,No,0,71.4,0,60,Live,Live,Live,11,100,2,2 - Mild Crown Damage,2,Yes,Yes,High (>75% mort),2,2,Yes,75,70,5,0,18,57,18,52,0,5,0,58,10,5,2,0,0,0,0,2,10,12.9,12.5,2.1,13.4,12.9,2.2,0.24,58.5,58,Live,96.25,3.75,0,0,0,0,13,12.5,NA,NA,Canyon/Drainage Bottom,Mesic,3,377.1270142,737.8029785
BM074,3,Pier,Black Mountain,Black Mountain,1.1,3.59,100,310,70,22.7,47.3,0.675714286,100,0,Dead,0,0,0,26.6,Yes,1,Yes,Yes,1,3,1,117.2050018,1764.810059,12.61800003,3,60,NA,30,3.949,No,0,70,0,100,Dead,Dead,Dead,23.9,100,2,2 - Mild Crown Damage,2,No,No,Very High - Scorch (>90% mort),2,1,Yes,57,56,1,0,12,45,12,44,0,1,0,45,7,0,3,1,1,0,0,4,7,17.4,14.7,2.6,17.4,14.9,2.7,0.21,52.6,52.6,2018,94,6,0,0,0,0,5.3,5.3,NA,NA,Canyon/Drainage Bottom,Mesic,3,377.1270142,737.8029785
BM075,3,Pier,Black Mountain,Black Mountain,4,3.95,100,330.4,77.1,27,50.1,0.649805447,100,0,Dead,0,0,0,38.5,Yes,1,Yes,Yes,1,3,1,115.276001,1766.709961,13.76239967,3,75,NA,45,15.8,No,0,77.1,8,100,Dead,Dead,Dead,28.3,100,6,2 - Mild Crown Damage,2,No,No,Very High - Scorch (>90% mort),2,1,Yes,49,46,3,0,8,41,8,38,0,3,0,37,5,2,3,1,1,0,0,4,5,17.2,14.3,2.7,17.6,14.7,2.9,0.16,59.9,59.5,2018,94,6,0,0,0,0,9.8,9.4,NA,NA,Canyon/Drainage Bottom,Mesic,3,377.1270142,737.8029785
BM076,3,Pier,Black Mountain,Black Mountain,2.7,5.51,100,374.3,68.1,23.9,44.2,0.649045521,98,0,Dead,0,0,2,25.4,Yes,1,Yes,Yes,1,3,1,122.3700027,1767.369995,14.47420025,3,5,NA,40,14.877,No,0,68.1,0,98,Live,Dead,Dead,21.3,100,0.5,2 - Mild Crown Damage,2,No,No,Very High - Scorch (>90% mort),2,1,Yes,51,51,0,0,11,40,11,40,0,0,0,43,7,0,1,0,0,0,0,1,7,14,13.6,2.9,14,13.6,2.9,0.22,54.1,54.1,2019,91.5,8.5,0,0,0,0,9.9,9.9,NA,NA,Canyon/Drainage Bottom,Mesic,3,377.1270142,737.8029785
BM079,3,Pier,Black Mountain,Black Mountain,0,0,100,198.6,72.2,23.6,48.6,0.673130194,1,0,Live,99,0,0,14.5,No,0,Yes,Yes,3,3,2,0.304138005,1766.790039,15.01930046,2,75,NA,0,0,No,0,23.6,0,1,Live,Live,Live,12.8,100,4,1 - Healthy/Full,1,No,No,Moderate (<75% mort),NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,377.1270142,737.8029785
BM081,3,Pier,Black Mountain,Black Mountain,10.7,6.57,100,511.8,41.4,40,1.4,0.033816425,100,0,Dead,0,0,0,24.6,Yes,1,Yes,No,1,3,1,354.7330017,1767.859985,10.86229992,2,5,NA,70,70.299,No,0,40,0,100,Dead,Dead,Dead,18.6,100,0.5,3 - High Crown Damage,3,Yes,Yes,Moderate (<75% mort),0,0,Yes,46,46,0,0,6,40,6,40,0,0,0,26,19,0,1,0,0,0,0,1,19,18.1,16.8,3.3,18.1,16.8,3.3,0.13,23.3,23.3,2018,80.75,5.5,0,0,0,0,21.9,21.9,NA,NA,Canyon/Drainage Bottom,Mesic,3,377.1270142,737.8029785
BM082,3,Pier,Black Mountain,Black Mountain,6.22,5.4,120,433.9,67.2,19.3,47.9,0.712797619,70,20,Dead,0,0,0,35.9,Yes,1,Yes,Yes,1,1,1,101.3290024,1773.52002,31.47430038,3,90,NA,70,33.588,No,0,67.2,0,90,Live,Live,Dead,29.4,100,5,1 - Healthy/Full,1,No,No,Very High - Torch (>90% mort),2,5,Yes,47,47,0,0,22,25,22,25,0,0,0,39,6,0,1,1,0,0,0,2,6,17,14.2,2.8,17,14.2,2.8,0.47,50.2,50.2,2020,22.5,77.5,0,0,0,0,2.3,2.3,NA,NA,Canyon/Drainage Bottom,Mesic,3,377.1270142,737.8029785
BM083,3,Pier,Black Mountain,Black Mountain,6.4,7.48,120,350.1,58.2,13,45.2,0.776632302,98,2,Dead,0,0,0,48.5,Yes,1,Yes,Yes,1,1,1,101.7990036,1768.079956,19.32850075,3,2,NA,80,47.872,No,0,58.2,53.2,100,Dead,Dead,Dead,33.2,100,0.5,2 - Mild Crown Damage,2,Yes,Yes,Very High - Scorch (>90% mort),2,3,Yes,44,42,2,0,12,32,12,30,0,2,0,33,7,1,1,1,0,0,0,2,7,18,13.6,2.7,18.6,13.5,2.7,0.27,40.2,39.6,2018,32.5,67.5,0,1,0,0,-5,-5.6,NA,NA,Canyon/Drainage Bottom,Mesic,3,377.1270142,737.8029785
BM084,3,Pier,Black Mountain,Black Mountain,4,6.31,110,393.1,74.1,20.5,53.6,0.723346829,65,1,Live,35,0,0,16.8,Yes,0,Yes,Yes,3,3,2,129.5160065,1778.670044,27.87560081,2,10,NA,60,25.24,Yes,NA,63.1,20.5,66,Live,Live,Live,15.1,100,1,1 - Healthy/Full,1,No,No,High (>75% mort),4,2,Yes,68,68,0,0,12,56,12,56,0,0,0,56,9,0,0,3,0,0,0,3,9,12.6,13.5,2.5,12.6,13.5,2.5,0.18,61.5,61.5,Live,95.25,4.75,0,0,0,0,7.9,7.9,NA,NA,Canyon/Drainage Bottom,Mesic,3,377.1270142,737.8029785
BM085,3,Pier,Black Mountain,Black Mountain,5,6.1,110,487.7,63.8,20.2,43.6,0.68338558,50,30,Dead,0,0,0,33,Yes,1,Yes,Yes,1,3,1,145.8500061,1820.439941,25.13640022,3,10,NA,95,30.5,No,0,63,33,80,Live,Live,Dead,22.5,100,1,3 - High Crown Damage,3,Yes,Yes,Very High - Scorch (>90% mort),NA,NA,Yes,51,46,5,0,15,36,15,31,0,5,0,30,6,0,0,2,5,8,0,2,14,14.5,12.2,2.2,15.7,12.2,2.3,0.29,49.3,48.1,2020,94.25,3.5,0,0,0,0,5.7,4.5,NA,NA,Ridge,Dry,1,377.1270142,737.8029785
BM086,3,Pier,Black Mountain,Black Mountain,0,0,88,154.7,43.8,5.7,38.1,0.869863014,70,0,Live,30,0,0,24.9,No,0,Yes,Yes,1,1,1,83.4693985,1643.660034,26.75349998,3,2,NA,0,0,Yes,NA,43.8,0,70,Live,Live,Live,12.45,60,0.5,1 - Healthy/Full,1,No,No,High (>75% mort),3,2,Yes,213,177,35,1,5,208,5,172,0,35,0,125,44,0,0,1,17,7,0,1,51,8.6,6.5,0.9,9.1,7.1,1.3,0.02,35.2,34.7,Live,71.25,27.5,1,0,18,0,-2.9,-3.4,NA,NA,Canyon/Drainage Bottom,Mesic,3,327.2869873,784.789978
BM087,3,Pier,Black Mountain,Black Mountain,0,0,30,158.2,50.5,11,39.5,0.782178218,60,0,Live,40,0,0,19.7,No,0,Yes,Yes,1,1,1,90.96389771,1635.119995,20.62590027,3,1,NA,0,0,Yes,5,35.3,0,60,Live,Live,Live,15.5,100,0.5,1 - Healthy/Full,1,No,No,High (>75% mort),2,2,Yes,57,47,9,1,3,54,2,45,0,9,1,8,30,0,0,0,0,9,0,0,39,12.8,12.4,2.2,13.2,13.2,2.6,0.05,37.7,37.3,Live,37.5,60,0,0,1,0,-1.8,-2.2,NA,NA,Canyon/Drainage Bottom,Mesic,3,327.2869873,784.789978
BM088,3,Pier,Black Mountain,Black Mountain,0,0,40,177.6,62.2,18.3,43.9,0.705787781,3,0,Dead,0,0,77,20.6,No,1,Yes,Yes,1,1,1,111.0270004,1623.890015,21.64310074,3,60,NA,0,0,No,0,26,0,3,Live,Live,Dead,18.2,100,4.5,1 - Healthy/Full,1,No,No,High (>75% mort),2,0,Yes,60,47,12,1,1,59,0,47,0,12,1,20,12,0,1,1,0,13,5,2,25,15.6,15.6,2.7,15.2,16.8,3.2,0.02,46.6,47,2020,77.5,5,0,0,0,0,2.7,3.1,NA,NA,Canyon/Drainage Bottom,Mesic,3,327.2869873,784.789978
BM089,3,Pier,Black Mountain,Black Mountain,0,0,90,175.1,52.6,12.9,39.7,0.754752852,10,0,Live,90,0,0,16.4,No,0,Yes,Yes,3,3,2,118.4540024,1635,32.98920059,4,80,NA,0,0,Yes,5,30.4,0,10,Live,Live,Live,9,100,4.8,1 - Healthy/Full,1,No,No,High (>75% mort),2,1,Yes,116,102,14,0,6,110,6,96,0,14,0,49,49,0,1,2,12,1,0,3,50,10,9,1.4,10.5,9.6,1.7,0.05,42.6,42.1,Live,75,22.5,0,0,2,0,2.9,2.4,NA,NA,Canyon/Drainage Bottom,Mesic,3,327.2869873,784.789978
BM090,3,Pier,Black Mountain,Black Mountain,0.89,0.45,124,154.1,NA,NA,NA,NA,NA,100,Dead,0,0,0,16.8,Yes,1,Yes,No,3,3,4,97.11489868,1628.410034,25.90880013,4,60,NA,2,0.4005,No,0,NA,NA,100,Dead,Dead,Dead,16.8,100,4.5,3 - High Crown Damage,3,Yes,Yes,Very High - Scorch (>90% mort),0,0,Yes,60,50,9,1,11,49,10,40,0,9,1,32,18,0,0,0,7,0,0,0,18,11.2,8.9,1.7,12.5,9.8,2.2,0.18,NA,NA,2018,57.5,42.5,0,0,2,0,NA,NA,NA,NA,Canyon/Drainage Bottom,Mesic,3,327.2869873,784.789978
BM091,3,Pier,Black Mountain,Black Mountain,0,0,48,209.4,64.1,17,47.1,0.734789392,5,0,Live,95,0,0,18,No,0,Yes,Yes,1,3,1,65.79160309,1613.22998,22.11450005,3,5,NA,0,0,Yes,1,26.8,0,5,Live,Live,Live,11.5,100,1,1 - Healthy/Full,1,No,No,Moderate (<75% mort),4,1,Yes,53,52,1,0,4,49,4,48,0,1,0,29,22,0,1,0,1,0,0,1,22,12.9,13.1,2.6,13.2,13.3,2.7,0.08,51.2,50.9,Live,71.25,15,0,0,0,0,4.1,3.8,NA,NA,Canyon/Drainage Bottom,Mesic,3,328.9169922,792.0900269
BM092,3,Pier,Black Mountain,Black Mountain,0,0,144,175.1,66,33,33,0.5,60,0,Live,40,0,0,47.6,No,0,Yes,Yes,1,1,1,11.98200035,1595.199951,9.635609627,3,98,NA,0,0,Yes,5,66,8,60,Live,Live,Live,46,100,5,1 - Healthy/Full,1,No,No,Very High - Torch (>90% mort),1,1,Yes,66,64,2,0,6,60,6,58,0,2,0,39,22,0,1,0,0,2,0,1,24,15.4,13.5,2.4,15.5,13.9,2.6,0.09,50.6,50.5,Live,28.75,71.25,0,0,2,0,17.6,17.5,NA,NA,Canyon/Drainage Bottom,Mesic,3,329.6170044,799.3099976
BM093,3,Pier,Black Mountain,Black Mountain,0,0,40,143.2,61.3,18.1,43.2,0.704730832,30,0,Live,70,0,0,30.2,No,0,Yes,Yes,1,1,1,69.4611969,1599.280029,21.8885994,3,25,NA,0,0,No,0,44.8,0,30,Live,Live,Live,17.5,100,2,1 - Healthy/Full,1,No,No,High (>75% mort),2,0,Yes,89,74,15,0,2,87,2,72,0,15,0,57,13,0,0,0,0,4,1,0,17,15.7,14.1,2.6,17,15,3.1,0.02,45.6,44.3,Live,53.75,42.5,0,0,0,0,2.4,1.1,NA,NA,Canyon/Drainage Bottom,Mesic,3,329.6170044,799.3099976
BM094,3,Pier,Black Mountain,Black Mountain,0,0,60,148.7,56.9,18.3,38.6,0.678383128,25,0,Live,75,0,0,10.2,No,0,Yes,Yes,1,1,1,86.71430206,1597.050049,14.21819973,3,10,NA,0,0,No,0,41.6,0,25,Live,Live,Live,5.1,100,1,1 - Healthy/Full,1,No,No,Moderate (<75% mort),2,1,Yes,112,95,17,0,1,111,1,94,0,17,0,74,10,0,1,0,0,10,0,1,20,17.7,14.9,2.8,18.8,16.2,3.4,0.01,39.2,38.1,Live,47.5,46.25,0,0,0,0,0.6,-0.5,NA,NA,Canyon/Drainage Bottom,Mesic,3,329.6170044,799.3099976
BM095,3,Pier,Black Mountain,Black Mountain,0,0,6,144.8,54.2,15,39.2,0.723247232,85,0,Live,15,0,0,22.9,No,0,Yes,Yes,1,1,1,89.00379944,1590.73999,18.54710007,3,1,NA,0,0,No,0,50.9,0,85,Live,Live,Live,6.2,100,0.5,1 - Healthy/Full,1,No,No,High (>75% mort),0,0,Yes,58,41,17,0,0,58,0,41,0,17,0,15,25,0,1,0,0,0,0,1,25,16.1,14.4,2.8,17,15.1,3.1,0,38.1,37.2,Live,82.5,17.5,0,0,0,0,-1.1,-2,NA,NA,Canyon/Drainage Bottom,Mesic,3,329.6170044,799.3099976
BM096,3,Pier,Black Mountain,Black Mountain,44,9.45,320,370.2,44,23.9,20.1,0.456818182,100,0,Dead,0,0,0,44,Yes,1,Yes,Yes,1,3,1,322.8859863,1594.589966,16.19219971,3,95,NA,95,415.8,No,0,44,0,100,Dead,Dead,Dead,40,100,6,2 - Mild Crown Damage,2,Yes,Yes,Very High - Scorch (>90% mort),3,3,Yes,59,59,0,0,4,55,4,55,0,0,0,35,20,0,1,2,0,1,0,3,21,15.6,14.8,2.9,15.6,14.8,2.9,0.07,28.4,28.4,2018,11.25,88.75,0,0,0,0,8.3,8.3,NA,NA,Canyon/Drainage Bottom,Mesic,3,329.6170044,799.3099976
BM097,3,Pier,Black Mountain,Black Mountain,2.21,2.77,320,348.2,74,25,49,0.662162162,50,0,Live,30,0,20,38,Yes,0,Yes,Yes,1,1,1,49.1507988,1572.709961,10.03359985,3,10,NA,40,6.1217,Yes,1,74,0,50,Live,Live,Live,32,100,1,1 - Healthy/Full,1,No,No,Very High - Scorch (>90% mort),3,1,Yes,60,57,2,1,4,56,3,54,0,2,1,27,17,0,2,1,0,10,0,3,27,15,16,2.7,14.8,16.2,2.9,0.07,59,59.2,Live,15,85,0,0,2,0,10,10.2,NA,NA,Canyon/Drainage Bottom,Mesic,3,329.6170044,799.3099976
BM098,3,Pier,Black Mountain,Black Mountain,2.7,5.51,280,491.8,55.4,21.5,33.9,0.611913357,90,10,Dead,0,0,0,55.4,Yes,1,Yes,Yes,1,1,1,286.5119934,1569.680054,13.46310043,4,60,NA,80,14.877,No,0,55.4,55.4,100,Dead,Dead,Dead,55.4,100,4,2 - Mild Crown Damage,2,Yes,Yes,Very High - Scorch (>90% mort),5,0,Yes,51,43,6,2,12,39,10,33,1,5,1,31,0,0,2,0,0,10,0,2,10,14.1,12.2,2,14.5,13.1,2.4,0.24,41.3,40.9,2018,3.75,96.25,1,0,3,0,7.4,7,NA,NA,Canyon/Drainage Bottom,Mesic,3,329.6170044,799.3099976
BM099,3,Pier,Black Mountain,Black Mountain,4,7.99,324,431,53,23.5,29.5,0.556603774,40,60,Dead,0,0,0,53,Yes,1,Yes,Yes,1,1,1,322.9790039,1562.98999,18.13829994,4,10,NA,75,31.96,No,0,53,53,100,Dead,Dead,Dead,53,100,1,3 - High Crown Damage,3,Yes,Yes,Very High - Scorch (>90% mort),0,1,Yes,61,54,7,0,8,53,8,46,0,7,0,27,0,0,1,1,3,25,0,2,25,14.6,12.6,2,14.6,13.1,2.3,0.13,38.4,38.4,2018,7.5,92.5,0,0,4,0,8.9,8.9,NA,NA,Canyon/Drainage Bottom,Mesic,3,329.6170044,799.3099976
BM100,3,Pier,Black Mountain,Black Mountain,9.79,3.3,320,378.2,60,33,27,0.45,70,30,Dead,0,0,0,60,Yes,1,Yes,Yes,1,1,1,345.8299866,1560.109985,7.177159786,4,40,NA,50,32.307,No,0,60,60,100,Dead,Dead,Dead,55,100,2,3 - High Crown Damage,3,Yes,Yes,Very High - Scorch (>90% mort),0,1,Yes,49,39,7,3,3,46,1,38,0,7,2,16,4,0,0,1,2,18,0,1,22,18,12.3,2.3,18.4,12.9,2.8,0.06,42,41.6,2018,5,95,1,0,1,3,15,14.6,NA,NA,Canyon/Drainage Bottom,Mesic,3,384.2030029,748.1870117
BM101,3,Pier,Black Mountain,Black Mountain,3.7,1.89,40,304.3,68.8,38.2,30.6,0.444767442,15,0,Live,85,0,0,12.1,Yes,0,Yes,Yes,1,1,1,61.76399994,1543.23999,29.33819962,3,20,NA,30,6.993,Yes,3,45.1,0,15,Live,Live,Live,7,100,1,2 - Mild Crown Damage,2,No,No,Moderate (<75% mort),NA,NA,Yes,101,97,3,1,4,97,3,94,0,3,1,41,55,0,1,0,1,0,0,1,55,14.1,14.8,2.7,14.8,15.6,3.1,0.04,54.7,54,Live,NA,NA,0,0,0,0,24.1,23.4,NA,NA,Canyon/Drainage Bottom,Mesic,3,384.2030029,748.1870117
