TreeNumber,YrsPostFire,Fire,GroveBasic,Grove_Name,Catface.ht.m,Catface.width.m,Aspect,DBH_cm,Height_m,HLC_m,CrnLength,CrnPercentOf,Scorch_.,Torch_.,Final_LiveDead,Green20,Yellow20,Brown20,MaxCharHt_m,Catface,LD,InSummaryStats,ForModelling,TPI4_10cel,TPI4_5cell,TPI6_5cell,GIS_Aspect_KS,GIS_Elev_KS,GIS_SlopeP_KS,GIS_CBI4_KS,PercentBasalChar5cm,Notes,CircCatface,Cat1_area,EpiPres,EpiPercents,Ht_Scorch,Ht_Torch,ScorchTorchTotal,LiveStatus2018,LiveStatus2019,LiveStatus2020,AvgCharHt_m,CircCharred_.,AvgCharDepth_cm,Prefire_TreeVigor,VigorCode,Chimney,Broken.Top,Fire.Severity,InterCrnsCnt,InflCrnsCnt,FrstStructreTree,AllTrees,Con,Hrdwd,UNKNOWN,PreDead,PreLive,Con.PreDead,Con.PreLive,Hrdwd.PreDead,Hrdwd.PreLive,UNKNOWN.PreDead,ABCO,CADE,CONU,PILA,PIPO,QUKE,SEGI,ALRH,PINUS.all,CADE.SEGI.Total,AvgHeight,SDht,SEht,ConAvgHeight,ConSDht,ConSEht,PercPreDead,Avg_Ht_diff,ConAvg_Ht_diff,YearDead,SurrScorchAvg,SurrTorchAvg,UNKNOWN.PreLive,QUCH,QUWI,TOCA,Avg_HtLive_diff,ConAvg_HtLive_diff,EnoughVisits,Basal_Char_Circumference_m.Percent,LMU,PatchType,PatchRank,AET,CWD
LDW021,5,Rough,Rough Fire Groves,Lockwood,NA,NA,312,152.2,47.5,13.6,33.9,0.71,15,5,Live,80,0,0,13.7,No,0,Yes,Yes,1,1,1,294.7340088,1981.339966,38.10810089,3,2,LDW21. Ht to live 13.6. Slope 45. Aspect 312. Live ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope SW >30% slope,Intermediate,2,320.7869873,515.3200073
LDW022,5,Rough,Rough Fire Groves,Lockwood,1.71,2.29,356,330.5,70.6,21.8,48.8,0.69,0,0,Live,100,0,0,3.4,Yes,0,Yes,Yes,3,3,2,3.924259901,1929.459961,38.73120117,3,15,Ht to live 21.8. Slope 40. Aspect 356. Live. Part of base I’m creek LDW 22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW023,5,Rough,Rough Fire Groves,Lockwood,7.1,6,300,485.6,74.9,25.9,49,0.65,0,0,Live,95,5,0,9.7,Yes,0,Yes,Yes,1,1,1,338.4509888,1938.109985,37.01589966,3,5,LDW 23. Ht to live 25.9. Slope 50. Aspect 300. Small close-pin present  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,306.3370056,562.7130127
LDW024,5,Rough,Rough Fire Groves,Lockwood,7.3,2.3,340,NA,82.3,32.1,50.2,0.61,0,0,Live,98,2,0,10.9,Yes,0,Yes,No,1,1,1,357.5400085,1941.089966,40.28659821,3,25,LDW 24.  Ht to live 32.1. . Slope 45. Aspect 340. Small secondary catface present on north side  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW025,5,Rough,Rough Fire Groves,Lockwood,3.7,3.43,300,454.1,64.4,21.3,43.1,0.67,0,0,Live,95,5,0,15.9,Yes,0,Yes,Yes,1,1,1,330.0329895,1952.550049,43.53279877,3,25,LDW 25. Ht to live 21.3. Slope 45. Aspect 300. Close pin present. Secondary catface on south side. Broken top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,306.3370056,562.7130127
LDW026,5,Rough,Rough Fire Groves,Lockwood,10.1,6.45,300,NA,73.1,22.6,50.5,0.69,2,0,Live,95,3,0,20.5,Yes,0,Yes,No,1,1,1,294.5969849,1976.959961,39.7317009,3,25,LDW 26 Ht to live 22.6. Slope 45. Aspect 300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,306.3370056,562.7130127
LDW027,5,Rough,Rough Fire Groves,Lockwood,5,1.3,332,418.6,70.8,16.8,54,0.76,0,0,Live,97,3,0,16.3,Yes,0,Yes,Yes,1,1,1,356.3009949,2004.310059,55.57160187,3,20,LDW 27. Ht to live 16.8. Slope 55. Aspect 332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,306.3370056,562.7130127
LDW028,5,Rough,Rough Fire Groves,Lockwood,1.9,1.5,332,235.2,68.6,14,54.6,0.8,1,0,Live,96,3,0,13.9,Yes,0,Yes,Yes,1,3,1,356.0620117,1998.030029,44.25080109,3,2,LDW28. Ht to live 14. Slope 55. Aspect 332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,306.3370056,562.7130127
LDW029,5,Rough,Rough Fire Groves,Lockwood,NA,NA,332,190.4,61.2,16.9,44.3,0.72,1,0,Live,97,2,0,13.2,No,0,Yes,Yes,3,3,2,357.2130127,1979.910034,42.54710007,3,5,LDW 29. Ht to live 16.9. Slope 55. Aspect 332. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW030,5,Rough,Rough Fire Groves,Lockwood,NA,NA,344,218.9,61.3,24.3,37,0.6,40,5,Live,55,0,0,17.3,No,0,Yes,Yes,1,1,1,344.2109985,1988.209961,39.28310013,3,5,LDW 30. Ht to live 24.3.  Slope 60. Aspect 344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW031,5,Rough,Rough Fire Groves,Lockwood,NA,NA,340,189.5,60.4,27.5,32.9,0.54,0,1,Live,97,2,0,24.8,No,0,Yes,Yes,3,4,5,342.9079895,1977.030029,43.68939972,3,2,LDW 31. Ht to live 27.5. Slope 60. Aspect 340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW032,5,Rough,Rough Fire Groves,Lockwood,6,1.4,50,296.5,57,4.1,52.9,0.93,0,0,Live,100,0,0,15.4,Yes,0,Yes,Yes,1,3,1,342.3259888,1968.579956,51.29880142,3,2,LDW 32. Ht to live 4.1. Slope50. Aspect 28. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW033,5,Rough,Rough Fire Groves,Lockwood,NA,NA,14,263.9,76,20.7,55.3,0.73,2,0,Live,95,2,1,68,No,0,Yes,Yes,1,3,1,341.7449951,1963.819946,44.76570129,3,10,LDW 33. Ht to live 20.7. Slope 45. Aspect 14. Some scaring on cambium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW034,5,Rough,Rough Fire Groves,Lockwood,NA,NA,14,277.2,75,30,45,0.6,5,0,Live,95,0,0,16,No,0,Yes,Yes,1,3,1,341.7449951,1963.819946,44.76570129,3,10,LDW 34. Ht to live 30. Slope 55. Aspect 14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW035,5,Rough,Rough Fire Groves,Lockwood,6.9,1.25,16,284.3,73.1,21,52.1,0.71,1,0,Live,97,2,0,9.9,Yes,0,Yes,Yes,1,1,1,349.7529907,1954.910034,42.63000107,3,15,LDW 35. Ht to live 21. Slope 50. Aspect 16.  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW036,5,Rough,Rough Fire Groves,Lockwood,NA,NA,16,270.7,66.1,24,42.1,0.64,0,0,Live,98,2,0,8.3,No,0,Yes,Yes,1,1,1,346.2170105,1951.040039,35.45880127,3,40,LDW 36Ht to live 24. Slope55. Aspect 16  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW037,5,Rough,Rough Fire Groves,Lockwood,22.2,1.79,4,199.9,62,32.6,29.4,0.47,95,5,Dead,0,0,0,22.2,Yes,1,Yes,Yes,1,3,1,342.0289917,1965.310059,46.81779861,3,2,LDW37. Ht to live 32.6. Slope 60. Aspect 4. Dead. Broken top pre fire ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW038,5,Rough,Rough Fire Groves,Lockwood,10,2,4,204.4,73,30.9,42.1,0.58,50,50,Dead,0,0,0,34,Yes,1,Yes,Yes,3,3,2,344.6159973,1966.76001,48.74399948,3,10,LDW38. Ht to live 30.9. Slope 55. Aspect 4. Dead  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW039,5,Rough,Rough Fire Groves,Lockwood,2,1.5,4,257.8,71,24.2,46.8,0.66,1,0,Live,95,3,1,23,Yes,0,Yes,Yes,3,3,2,349.0039978,1963.349976,42.25659943,3,10,LDW39. Ht to live 24.2. Slope 50. Aspect 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW040,5,Rough,Rough Fire Groves,Lockwood,5,3.4,26,323.3,75.4,30.9,44.5,0.59,0,1,Live,99,0,0,22,Yes,0,Yes,Yes,1,3,1,342.1539917,1961.170044,40.96680069,3,5,LDW 40. Ht to live 30.9. Slope 45. Aspect 26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW041,5,Rough,Rough Fire Groves,Lockwood,NA,NA,344,190.5,67,28.7,38.3,0.57,0,0,Live,99,1,0,24,No,0,Yes,Yes,1,3,1,353.5539856,1957.47998,35.50759888,3,3,LDW 41. Ht to live 28.7. Slope 65.  Aspect 344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,295.7399902,551.1099854
LDW042,5,Rough,Rough Fire Groves,Lockwood,NA,NA,348,950,42.3,9.5,32.8,0.78,0,100,Dead,0,0,0,42.3,No,1,Yes,Yes,1,1,1,326.6090088,1844.699951,14.72290039,3,NA,LDW42. Ht to live 9.5. Slope 25. Aspect 348. Dead. Broken  bole. Chimney present ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,287.9100037,557.5100098
LDW043,5,Rough,Rough Fire Groves,Lockwood,3.6,1.7,318,341.6,79.6,27.8,51.8,0.65,0,0,Live,100,0,0,8.9,Yes,0,Yes,Yes,1,1,1,282.4240112,1842.630005,19.56889915,3,5,LWD43. Ht to live 27.8 Slope 40. Aspect 318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,353.4370117,501.8330078
LDW044,5,Rough,Rough Fire Groves,Lockwood,NA,NA,350,164.2,57.5,19.9,37.6,0.65,0,0,Live,98,2,0,1.5,No,0,Yes,Yes,1,1,1,6.847829819,1841.01001,14.97060013,3,50,LDW44. Ht to live 19.9 Slope 35. Aspect 350. Scarring to cambium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,353.4370117,501.8330078
LDW045,5,Rough,Rough Fire Groves,Lockwood,NA,NA,332,309.8,74.3,26.3,48,0.65,0,0,Live,99,1,0,11.9,No,0,Yes,Yes,1,1,1,16.64319992,1837.920044,19.95529938,3,25,LDW45. Ht to live 26.3. Slope 35. Aspect 332. Scarring to cambium ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,353.4370117,501.8330078
LDW046,5,Rough,Rough Fire Groves,Lockwood,NA,NA,334,144,51.4,19.6,31.8,0.62,0,0,Live,100,0,0,3,No,0,Yes,Yes,4,4,6,4.570759773,1842,33.45970154,3,5,LDW46. Ht to live 19.6. Slope 40. Aspect 334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,353.4370117,501.8330078
LDW046.5,5,Rough,Rough Fire Groves,Lockwood,NA,NA,328,245,58.6,15.6,43,0.73,3,0,Live,90,2,5,4.9,No,0,Yes,Yes,1,3,1,300.2579956,1813.25,36.90129852,3,25,LDW47. Ht to live 15.6. Slope 35. Aspect 328.  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,348.769989,505.9530029
LDW047,5,Rough,Rough Fire Groves,Lockwood,2.5,3.71,46,375.5,67,10.2,56.8,0.85,5,0,Live,95,0,0,9.8,Yes,0,Yes,Yes,1,1,1,346.947998,1791.469971,13.84959984,3,60,LDW48. Ht to live 10.2. Slope 30. Aspect 46. Dead top. Small catface on north side ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,348.769989,505.9530029
LDW048,5,Rough,Rough Fire Groves,Lockwood,3.8,2.9,332,363.8,54.8,12.3,42.5,0.78,1,0,Live,98,0,1,11.6,Yes,0,Yes,Yes,1,3,1,287.5419922,1817.290039,33.24739838,3,10,LDW48. Ht to live 12.3. Slope 45. Aspect. 332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,353.4370117,501.8330078
LDW049,5,Rough,Rough Fire Groves,Lockwood,NA,NA,232,140,48,8.5,39.5,0.82,0,0,Live,99,1,0,3.8,No,0,Yes,Yes,1,3,1,264.3510132,1825.680054,23.17639923,3,2,LDW49. Ht to live 8.5. Slope 40. Aspect 232. Some scaring to cambium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,353.4370117,501.8330078
LDW050,5,Rough,Rough Fire Groves,Lockwood,NA,NA,248,293.5,65.5,17.3,48.2,0.74,0,0,Live,100,0,0,4.2,No,0,Yes,Yes,3,3,5,238.7839966,1836.619995,31.42350006,3,50,LDW 50. Ht to live 17.3. Slope 25. Aspect 248. Scarring to cambium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,353.4370117,501.8330078
LDW051,5,Rough,Rough Fire Groves,Lockwood,3,6.5,316,830.1,68.3,18.4,49.9,0.73,32,8,Live,58,0,2,37.9,Yes,0,Yes,Yes,1,1,1,328.4240112,1843.540039,59.30379868,3,30,LDW51. Ht to live 18.4. Slope 60. Aspect 316. Dead top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,346.9400024,498.2369995
LDW052,5,Rough,Rough Fire Groves,Lockwood,NA,NA,270,311.5,58.8,15.1,43.7,0.74,2,98,Dead,0,0,0,38.8,No,1,Yes,Yes,3,4,5,266.9240112,1941.609985,35.16070175,4,10,LDW52. Ht to live 15.1. Slope 60. Aspect 270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope SW >30% slope,Intermediate,2,298.0799866,535.460022
NELD-010,3,Railroad,Nelder,Nelder,NA,NA,NA,579,NA,15.7,NA,NA,0,0,Live,NA,NA,NA,8.6,Yes,0,No,No,1,1,1,279,1689,51,1,NA,,NA,NA,NA,NA,0,0,0,Live,NA,NA,4.36,100,2,75-100%,3,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,Canyon/Drainage Bottom,Intermediate,2,437.7369995,653.9069824
NELD-012,3,Railroad,Nelder,Nelder,NA,NA,NA,509.55,NA,20.51,NA,NA,25,25,Live,NA,NA,NA,35,Yes,0,No,No,1,1,1,174,1682,19,1,NA,,NA,NA,NA,NA,23.37,32.78,50,Live,NA,NA,17.75,100,0,75-100%,3,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,Canyon/Drainage Bottom,Intermediate,2,439.3269958,667.4869995
NELD-013,3,Railroad,Nelder,Nelder,NA,NA,NA,533.76,NA,10.32,NA,NA,0,0,Live,NA,NA,NA,0,Yes,0,No,No,1,3,1,177,1657,10,1,NA,,NA,NA,NA,NA,0,0,0,Live,NA,NA,0,0,0,75-100%,3,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,0,Canyon/Drainage Bottom,Intermediate,2,439.3269958,667.4869995
